tsid,dataset,lat,lon,archive_type,seasonality,value_6ka,uncertainty
WEB1bc4c057,DYE3.Dahl-Jensen.1998,65.1857,316.1752,temp12k,annual,1.9134,4.4100
R3Ypu5QP5eP,EagleTarn.Rees.2010,-42.6799,146.5914,temp12k,summerOnly,0.2505,1.9600
M2Lg77nq75zP,EC1.Gajewski.1993,56.2800,284.9000,temp12k,summer+,-0.1370,4.0000
M2Lv9gueit2P,EC1.Gajewski.1993,56.2800,284.9000,temp12k,winter+,-0.2116,9.0000
M2L1fcqp9rpP,EC1.Gajewski.1993,56.2800,284.9000,temp12k,annual,-0.2583,4.4100
M2Lpiyhg2dyP,EC2.Gajewski.1991,56.0200,285.0500,temp12k,summer+,0.5935,4.0000
M2Lsekb4bsqP,EC2.Gajewski.1991,56.0200,285.0500,temp12k,winter+,0.0031,9.0000
M2L5adu400zP,EC2.Gajewski.1991,56.0200,285.0500,temp12k,annual,-0.1043,4.4100
WEBef5799bb,EDML.Stenni.2010,-75.0025,0.0683,temp12k,annual,0.3062,4.4100
RHkrEHLrEmG,Egelsee.Larocque.2010,47.1800,8.5800,temp12k,summerOnly,1.1259,1.9600
M2LlulfcfzyP,ELake.Ritchie.1976,50.6900,260.3400,temp12k,summer+,2.2526,4.0000
M2Lz04mrkssP,ELake.Ritchie.1976,50.6900,260.3400,temp12k,winter+,0.7961,9.0000
M2L4110p1qwP,ELake.Ritchie.1976,50.6900,260.3400,temp12k,annual,1.5067,4.4100
M2LxrriubooP,Eldora.Maher.1969,39.9400,254.4200,temp12k,summer+,0.6397,4.0000
M2LiaueutgvP,Eldora.Maher.1969,39.9400,254.4200,temp12k,winter+,1.4841,9.0000
M2Lm8jxg50yP,Eldora.Maher.1969,39.9400,254.4200,temp12k,annual,1.2757,4.4100
Rc9cuWIUbO5,Elfstadalsvatn.Langdon.2008,65.5612,337.5936,temp12k,summerOnly,0.4550,1.9600
M2Lpm21frclP,Ennadai-1.Nichols.1967,61.1667,259.0833,temp12k,summer+,-0.2617,4.0000
M2L9nfmow8zP,Ennadai-1.Nichols.1967,61.1667,259.0833,temp12k,winter+,-1.8728,9.0000
M2Lzhv3nfyiP,Ennadai-1.Nichols.1967,61.1667,259.0833,temp12k,annual,-1.1511,4.4100
WEBd30870fb,EPICADomeC.Stenni.2010,-75.1019,123.3953,temp12k,annual,0.0062,4.4100
T2L_ERDC_092BX_d18o_sacculifer_SST_from_d18o_sacculifer,ERDC_092BX.Palmer.2003,-2.2250,156.9980,temp12k,annual,-3.4035,4.4100
R9q1L6RBaPd,ESM-1.Mackay.2012,52.0269,101.0591,temp12k,summerOnly,-0.1315,1.9600
RiyWXIIlfUl,Etangd'yCorMontana.Welten.1982,46.3100,7.4800,temp12k,winter+,0.9572,9.0000
RGzc1K1TEcO,Etangd'yCorMontana.Welten.1982,46.3100,7.4800,temp12k,annual,2.5077,4.4100
RTl0Xb3NzUT,Etangd'yCorMontana.Welten.1982,46.3100,7.4800,temp12k,summer+,4.0583,4.0000
T2L_EW0408_66JC_uk37_SST_from_uk37,EW0408_66JC.Praetorius.2015,57.8724,222.8955,temp12k,summerOnly,0.8861,
T2L_EW0408_66JC_d18o_pachyderma_SST_from_d18o_pachyderma,EW0408_66JC.Praetorius.2015,57.8724,222.8955,temp12k,annual,-0.0136,4.4100
T2L_EW0408_85JC_uk37_SST_from_uk37,EW0408_85JC.Praetorius.2015,59.5554,215.8465,temp12k,summerOnly,-0.6886,
T2L_EW0408_85JC_d18o_pachyderma_SST_from_d18o_pachyderma,EW0408_85JC.Praetorius.2015,59.5554,215.8465,temp12k,annual,-0.5930,4.4100
T2L_EW0408_85JC_d18o_bulloides_SST_from_d18o_bulloides,EW0408_85JC.Praetorius.2015,59.5554,215.8465,temp12k,annual,-0.6772,4.4100
WEB6df77dbb,FanLake.Foster.2016,-54.4970,322.9470,temp12k,summerOnly,3.6705,4.4100
M2Lfivgg76xP,Ferndale.Albert.1981,34.4100,264.1900,temp12k,summer+,0.6348,4.0000
M2Lasjuwzq8P,Ferndale.Albert.1981,34.4100,264.1900,temp12k,winter+,-1.0368,9.0000
M2Luyrjjlf0P,Ferndale.Albert.1981,34.4100,264.1900,temp12k,annual,-0.0910,4.4100
RNUUIt5cNMT,Flarken.Berglund.1966,58.5800,13.6700,temp12k,winter+,1.7454,9.0000
RFh4TAxf8GA,Flarken.Berglund.1966,58.5800,13.6700,temp12k,annual,0.7133,4.4100
Rlr6O7iamYQ,Flarken.Berglund.1966,58.5800,13.6700,temp12k,summer+,-0.3188,4.0000
PYTU1B5B43Z,Flarken.Seppa.2005,58.5500,13.6700,temp12k,annual,1.9855,4.4100
PYTSP55UOX3,Flotatjonn.Seppa.2009,59.6700,7.5500,temp12k,summerOnly,1.0124,4.0000
WEBd6c4bf1f,Frozen.Rosenberg.2004,49.6000,238.5330,temp12k,summerOnly,-0.3147,1.9600
PYT6ATFLR1S,Gammelheimvatnet.Seppa.2009,68.4700,17.7500,temp12k,summerOnly,0.9501,4.0000
M2Lobppgc8iP,Gass.Webb.1983,44.0500,272.2700,temp12k,summer+,1.1854,4.0000
M2Lreiy4zuwP,Gass.Webb.1983,44.0500,272.2700,temp12k,winter+,0.6348,9.0000
M2Lgupr25mjP,Gass.Webb.1983,44.0500,272.2700,temp12k,annual,1.0450,4.4100
M2L782p0ctmP,GB1.Gajewski.1991,55.1100,284.7500,temp12k,summer+,-0.2025,4.0000
M2L5sczvonsP,GB1.Gajewski.1991,55.1100,284.7500,temp12k,winter+,0.0180,9.0000
M2Lf6mllgzvP,GB1.Gajewski.1991,55.1100,284.7500,temp12k,annual,-0.1978,4.4100
M2L8i5tdwifP,GB2.Gajewski.1993,56.1000,284.7200,temp12k,summer+,0.0067,4.0000
M2Lse4fodl9P,GB2.Gajewski.1993,56.1000,284.7200,temp12k,winter+,-0.1232,9.0000
M2Lr2u9z69jP,GB2.Gajewski.1993,56.1000,284.7200,temp12k,annual,-0.1341,4.4100
RrR5q3ibRjl,Gemini.Samartin.2017,44.3894,10.0475,temp12k,summerOnly,0.7366,1.9600
RL64xxOUoVT_SST_from_planktic0x2EMgCa,GeoB10042_1.Setiawan.2015,-7.1135,104.6425,temp12k,annual,0.7774,
R3VPL7rxXyk_SST_from_planktic0x2EMgCa,GeoB10043_3.Setiawan.2015,-7.3092,105.0587,temp12k,annual,-0.5642,
T2L_GeoB10053_7_d18o_ruber_SST_from_d18o_ruber,GeoB10053_7.Mohtadi.2010,-8.6765,112.8725,temp12k,annual,-1.0473,4.4100
T2L_GeoB10053_7_d18o_bulloides_SST_from_d18o_bulloides,GeoB10053_7.Mohtadi.2010,-8.6765,112.8725,temp12k,annual,-1.5054,4.4100
T2L_GeoB10069_3_mgca_ruber_SST_from_mgca_ruber,GeoB10069_3.Gibbons.2014,-9.0099,120.0153,temp12k,annual,1.4764,3.6100
T2L_GeoB10069_3_d18o_ruber_SST_from_d18o_ruber,GeoB10069_3.Gibbons.2014,-9.0099,120.0153,temp12k,annual,0.2114,4.4100
T2L_GeoB1023_5_uk37_SST_from_uk37,GeoB1023_5.Kim.2002,-17.1572,11.0117,temp12k,annual,1.3584,2.8900
T2L_GeoB1023_5_d18o_bulloides_SST_from_d18o_bulloides,GeoB1023_5.Kim.2002,-17.1572,11.0117,temp12k,annual,0.4989,4.4100
RvgMFNdDqju_SST_from_planktic0x2EMgCa,GeoB12605_3.Kuhnert.2014,-5.5732,39.1082,temp12k,annual,1.2328,
T2L_GeoB12615_4_mgca_ruber_SST_from_mgca_ruber,GeoB12615_4.Romahn.2014,-7.1383,39.8408,temp12k,annual,-0.8388,3.6100
T2L_GeoB12615_4_d18o_ruber_SST_from_d18o_ruber,GeoB12615_4.Romahn.2014,-7.1383,39.8408,temp12k,annual,0.5246,4.4100
T2L_GeoB1711_4_uk37_SST_from_uk37,GeoB1711_4.Kirst.1999,-23.3150,12.3767,temp12k,annual,0.4221,2.8900
T2L_GeoB17419_1_d18o_ruber_SST_from_d18o_ruber,GeoB17419_1.Hollstein.2018,-2.8147,144.4997,temp12k,annual,-0.6291,4.4100
T2L_GeoB3104_1_d18o_sacculifer_SST_from_d18o_sacculifer,GeoB3104_1.Arz.1998,-3.6667,322.2833,temp12k,annual,0.8461,4.4100
T2L_GeoB3104_1_d18o_ruber_pink_SST_from_d18o_ruber_pink,GeoB3104_1.Arz.1998,-3.6667,322.2833,temp12k,annual,-0.3209,4.4100
T2L_GeoB3129_1_mgca_ruber_SST_from_mgca_ruber,GeoB3129_1.Weldeab.2006,-4.6133,323.3633,temp12k,annual,0.3421,3.6100
T2L_GeoB3129_1_d18o_ruber_SST_from_d18o_ruber,GeoB3129_1.Weldeab.2006,-4.6133,323.3633,temp12k,annual,-0.1891,4.4100
T2L_GeoB3129_1_d18o_sacculifer_SST_from_d18o_sacculifer,GeoB3129_1.Weldeab.2006,-4.6133,323.3633,temp12k,annual,-0.4549,4.4100
T2L_GeoB3129_1_d18o_ruber_pink_SST_from_d18o_ruber_pink,GeoB3129_1.Weldeab.2006,-4.6133,323.3633,temp12k,annual,-0.5087,4.4100
T2L_GeoB33131_uk37_SST_from_uk37,GeoB33131.Lamy.2002,-41.0000,285.7000,temp12k,annual,0.5730,2.8900
T2L_GeoB33131_d18o_pachyderma_SST_from_d18o_pachyderma,GeoB33131.Lamy.2002,-41.0000,285.7000,temp12k,annual,0.6369,4.4100
T2L_GeoB3910_2_uk37_SST_from_uk37,GeoB3910_2.Arz.2001,-4.2450,323.6550,temp12k,annual,0.3836,2.8900
T2L_GeoB3910_2_d18o_sacculifer_SST_from_d18o_sacculifer,GeoB3910_2.Arz.2001,-4.2450,323.6550,temp12k,annual,1.1456,4.4100
T2L_GeoB4905_4_mgca_ruber_pink_SST_from_mgca_ruber_pink,GeoB4905_4.Weldeab.2005,2.5000,9.3840,temp12k,annual,0.4303,3.6100
T2L_GeoB4905_4_d18o_ruber_pink_SST_from_d18o_ruber_pink,GeoB4905_4.Weldeab.2005,2.5000,9.3840,temp12k,annual,2.9724,4.4100
T2L_GeoB5844_2_uk37_SST_from_uk37,GeoB5844_2.Arz.2003,27.7140,34.6817,temp12k,annual,-0.9926,2.8900
T2L_GeoB5844_2_d18o_ruber_SST_from_d18o_ruber,GeoB5844_2.Arz.2003,27.7140,34.6817,temp12k,annual,-0.1233,4.4100
T2L_GeoB5901_2_uk37_SST_from_uk37,GeoB5901_2.Kim.2004,36.3800,352.9287,temp12k,annual,0.2263,2.8900
GHd6662417,GeoB65181_MBT.Weijers.2007,-5.6000,11.2000,temp12k,annual,0.1906,8.4100
T2L_GeoB6518_1_uk37_SST_from_uk37,GeoB6518_1.Schefu.2005,-5.5883,11.2217,temp12k,annual,-0.6821,2.8900
T2L_GeoB6518_1_d18o_ruber_SST_from_d18o_ruber,GeoB6518_1.Schefu.2005,-5.5883,11.2217,temp12k,annual,1.7768,4.4100
T2L_GeoB7702_3_tex86_SST_from_tex86,GeoB7702_3.Castaneda.2010,31.6520,34.0667,temp12k,annual,-1.3220,8.4100
T2L_GeoB7702_3_uk37_SST_from_uk37,GeoB7702_3.Castaneda.2010,31.6520,34.0667,temp12k,winterOnly,-1.1449,
T2L_GeoB7926_2_uk37_SST_from_uk37,GeoB7926_2.Kim.2012,20.2133,341.5483,temp12k,annual,0.4537,2.8900
T2L_GeoB7926_2_tex86_SST_from_tex86,GeoB7926_2.Kim.2012,20.2133,341.5483,temp12k,annual,-0.2243,8.4100
T2L_GeoB9307_3_mgca_ruber_SST_from_mgca_ruber,GeoB9307_3.Weldeab.2014,-18.5650,37.3800,temp12k,annual,0.3876,3.6100
T2L_GeoB9307_3_tex86_SST_from_tex86,GeoB9307_3.Weldeab.2014,-18.5650,37.3800,temp12k,annual,0.6684,8.4100
T2L_GeoB9307_3_d18o_ruber_SST_from_d18o_ruber,GeoB9307_3.Weldeab.2014,-18.5650,37.3800,temp12k,annual,-0.2831,4.4100
T2L_GeoB9310_4_mgca_ruber_SST_from_mgca_ruber,GeoB9310_4.Weldeab.2014,-19.2018,37.0415,temp12k,annual,0.2051,3.6100
T2L_GeoB9310_4_d18o_ruber_SST_from_d18o_ruber,GeoB9310_4.Weldeab.2014,-19.2018,37.0415,temp12k,annual,0.4470,4.4100
LPD736982dd_SST_from_Mg0x2FCa,GEOFAR_KF16_MgCa.Repschlager.2016,37.9990,328.8717,temp12k,annual,0.9853,
PYTLU4EW21I,GGC19.Farmer.2011,72.1600,204.4900,temp12k,summer+,-1.3843,2.8900
PYT6D3JR7SB,GGC19.Farmer.2011,72.1600,204.4900,temp12k,annual,-0.7209,1.4400
Ro3B6DNs1ql,Giecz.Milecka.2002,52.3200,17.3600,temp12k,winter+,5.3456,9.0000
Rd6Oiv4cg6q,Giecz.Milecka.2002,52.3200,17.3600,temp12k,annual,4.3203,4.4100
RMr3bTfSrKG,Giecz.Milecka.2002,52.3200,17.3600,temp12k,summer+,3.2950,4.0000
RcmVWMitlMg,Giering.Bortenschlager.1976,47.4700,12.3600,temp12k,winter+,-0.0580,9.0000
RKyXg0f8sCz,Giering.Bortenschlager.1976,47.4700,12.3600,temp12k,annual,-0.1481,4.4100
Rp7Lgyoj4uQ,Giering.Bortenschlager.1976,47.4700,12.3600,temp12k,summer+,-0.2383,4.0000
T2L_GIK17049_6_d18o_bulloides_SST_from_d18o_bulloides,GIK17049_6.Jung.1996,55.2600,333.2750,temp12k,annual,2.4185,4.4100
T2L_GIK17049_6_d18o_pachyderma_SST_from_d18o_pachyderma,GIK17049_6.Jung.1996,55.2600,333.2750,temp12k,annual,2.7271,4.4100
T2L_GIK17051_3_d18o_bulloides_SST_from_d18o_bulloides,GIK17051_3.Jung.1996,56.1633,328.0100,temp12k,annual,0.9257,4.4100
T2L_GIK17051_3_d18o_pachyderma_SST_from_d18o_pachyderma,GIK17051_3.Jung.1996,56.1633,328.0100,temp12k,annual,3.9306,4.4100
PYTQY9TKRS3_SST_from_Uk37,GIK17748-2.Kim.2002,-32.7500,287.9667,temp12k,annual,1.2909,
T2L_GIK17940_2_uk37_SST_from_uk37,GIK17940_2.Pelejero.1999,20.1167,117.3833,temp12k,annual,-0.3001,2.8900
T2L_GIK17940_2_d18o_ruber_SST_from_d18o_ruber,GIK17940_2.Pelejero.1999,20.1167,117.3833,temp12k,annual,-0.3220,4.4100
T2L_GIK18287_3_uk37_SST_from_uk37,GIK18287_3.Kienast.2001,5.6630,110.6615,temp12k,annual,0.6092,2.8900
T2L_GIK18287_3_d18o_ruber_SST_from_d18o_ruber,GIK18287_3.Kienast.2001,5.6630,110.6615,temp12k,annual,0.2682,4.4100
R7fm0TgPac4_SST_from_planktic0x2EMgCa,GiK18515_3,-3.6298,119.3600,temp12k,annual,0.1006,
WEB6b4bb5c0,GIK23258.Sarnthein.2003,75.0000,14.0000,temp12k,winter+,-1.0046,
WEB892a8505,GIK23258.Sarnthein.2003,75.0000,14.0000,temp12k,summer+,-1.2106,
WEB3c877daf,GIK23258.Sarnthein.2003,75.0000,14.0000,temp12k,annual,-1.1076,
T2L_GIK23258_2_uk37_SST_from_uk37,GIK23258_2.Martrat.2003,74.9981,13.9685,temp12k,annual,1.1947,2.8900
T2L_GIK23258_2_d18o_pachyderma_SST_from_d18o_pachyderma,GIK23258_2.Martrat.2003,74.9981,13.9685,temp12k,annual,-0.1019,4.4100
PYTRNLIY93N,Gilltjarnen.Antonsson.2006,60.0800,15.8300,temp12k,summerOnly,-0.6610,1.9600
PYT6LCMKNSQ,Gilltjarnen.Antonsson.2006,60.0800,15.8300,temp12k,annual,1.1223,4.4100
LPD315357f3,GISP2.Kobashi.2017,72.6000,321.5000,temp12k,annual,0.8259,4.4100
R7dZDOFallY,Glaswaldsee.EPD,48.4300,8.2500,temp12k,winter+,2.6008,9.0000
RCdkGYUfpeV,Glaswaldsee.EPD,48.4300,8.2500,temp12k,annual,2.3307,4.4100
RGSf66iUGGX,Glaswaldsee.EPD,48.4300,8.2500,temp12k,summer+,2.0607,4.0000
PYTVPO5NXEA,Gloppsjon.Seppa.2009,59.8300,16.5300,temp12k,annual,2.6187,4.4100
RFzafiT2i0G,GodziszewskieLake.Miotk.1986,54.0900,18.5500,temp12k,winter+,0.8924,9.0000
R2omRGlE3NW,GodziszewskieLake.Miotk.1986,54.0900,18.5500,temp12k,annual,0.8497,4.4100
RCwRCGbOckk,GodziszewskieLake.Miotk.1986,54.0900,18.5500,temp12k,summer+,0.8070,4.0000
Rx5JZzkqphH,GondoAlpjen.Welten.1982,46.2100,8.1100,temp12k,winter+,2.9796,9.0000
Rc2ObsVyF57,GondoAlpjen.Welten.1982,46.2100,8.1100,temp12k,annual,4.4050,4.4100
RhpSRBqCzip,GondoAlpjen.Welten.1982,46.2100,8.1100,temp12k,summer+,5.8303,4.0000
RcSsvGezIa5,Gosciaz.Welten.1982,52.5800,19.3500,temp12k,winter+,4.4090,9.0000
RgkQUSYm0tI,Gosciaz.Welten.1982,52.5800,19.3500,temp12k,annual,3.6432,4.4100
RvII85BRN76,Gosciaz.Welten.1982,52.5800,19.3500,temp12k,summer+,2.8773,4.0000
M2L6ew5shwrP,Gould.Anderson.2008,44.9800,290.6800,temp12k,summer+,0.0301,4.0000
M2Lqwcm0wf7P,Gould.Anderson.2008,44.9800,290.6800,temp12k,winter+,0.1822,9.0000
M2Lxbc1e0kaP,Gould.Anderson.2008,44.9800,290.6800,temp12k,annual,0.0940,4.4100
Rnodq2jxJiF,GraechenSee.Krisai.2006,46.2000,7.8500,temp12k,winter+,0.8062,9.0000
Rn31CYQ7kF0,GraechenSee.Krisai.2006,46.2000,7.8500,temp12k,annual,3.1843,4.4100
RnxedBSG27v,GraechenSee.Krisai.2006,46.2000,7.8500,temp12k,summer+,5.5624,4.0000
M2L1hd9elcgP,Graham.Fuller.1997,45.1800,282.6500,temp12k,summer+,0.3617,4.0000
M2L482cj2l6P,Graham.Fuller.1997,45.1800,282.6500,temp12k,winter+,-0.6059,9.0000
M2LrfsovzqmP,Graham.Fuller.1997,45.1800,282.6500,temp12k,annual,-0.0531,4.4100
M2L6kibcpjzP,GravelRidge.Lamb.1985,55.0300,297.3700,temp12k,summer+,1.1716,4.0000
M2Lf95apbthP,GravelRidge.Lamb.1985,55.0300,297.3700,temp12k,winter+,-2.1136,9.0000
M2L7yts2zmyP,GravelRidge.Lamb.1985,55.0300,297.3700,temp12k,annual,-0.4326,4.4100
M2Llyg55yq9P,GreyIslands.Cullen.2002,50.7700,304.4800,temp12k,summer+,7.1722,4.0000
M2L8a4z7ntyP,GreyIslands.Cullen.2002,50.7700,304.4800,temp12k,winter+,18.5388,9.0000
M2L2jfcsqvbP,GreyIslands.Cullen.2002,50.7700,304.4800,temp12k,annual,13.1539,4.4100
PYTXLQJX3FB,Grostjorn.Eide.2009,58.5300,7.7300,temp12k,summerOnly,0.3152,4.0000
RypmpVeFWPB,H214.Samson.2005,-36.9225,177.4392,temp12k,annual,1.5801,1.9600
RiC8o7pLcFf,Haengstli.Heeb.1972,46.7900,7.8300,temp12k,winter+,0.0945,9.0000
RzyRCrnQ01a,Haengstli.Heeb.1972,46.7900,7.8300,temp12k,annual,0.4446,4.4100
RnZjOuuIWhT,Haengstli.Heeb.1972,46.7900,7.8300,temp12k,summer+,0.7947,4.0000
PYTW12WS22J,Hail.Cwynar.1995,60.0300,230.9800,temp12k,winterOnly,-5.9186,9.0000
PYT1URDUH1H,Hail.Cwynar.1995,60.0300,230.9800,temp12k,summerOnly,-3.4808,4.0000
M2L8sc7gn3mP,Hams.Bennett.1987,43.2400,279.5900,temp12k,summer+,-0.4849,4.0000
M2Lx32u25tbP,Hams.Bennett.1987,43.2400,279.5900,temp12k,winter+,-0.3460,9.0000
M2L7thzxje2P,Hams.Bennett.1987,43.2400,279.5900,temp12k,annual,-0.5009,4.4100
M2L6h0g3irsP,Hanging.Cwynar.1982,68.3800,221.6200,temp12k,summer+,0.6151,4.0000
M2Lx11tsy4kP,Hanging.Cwynar.1982,68.3800,221.6200,temp12k,winter+,3.3629,9.0000
M2L9ewaug0vP,Hanging.Cwynar.1982,68.3800,221.6200,temp12k,annual,2.1872,4.4100
WEB1fa182ff,Hani.Zheng.2017,42.2167,126.5170,temp12k,annual,5.7403,8.4100
LPD5c89a1b5,HAP0212.vanderBilt.2016,79.2600,11.5200,temp12k,summerOnly,1.1833,4.4100
M2L9mcrwzntP,Harrie.King.1986,52.9300,293.0500,temp12k,summer+,0.3947,4.0000
M2Leb1v0p9eP,Harrie.King.1986,52.9300,293.0500,temp12k,winter+,0.7159,9.0000
M2Luuo6xgosP,Harrie.King.1986,52.9300,293.0500,temp12k,annual,0.4715,4.4100
PYTA1GJPYJV,Haugtjern.Eide.2009,60.8300,10.8800,temp12k,summerOnly,1.1186,4.0000
RrOpDnA7N9p,HavredeCrabec.Coutard.2006,49.6800,358.7200,temp12k,winter+,-0.5519,9.0000
R42P7vN8SSD,HavredeCrabec.Coutard.2006,49.6800,358.7200,temp12k,annual,-0.4141,4.4100
ROGtLduWxIY,HavredeCrabec.Coutard.2006,49.6800,358.7200,temp12k,summer+,-0.2762,4.0000
M2LtawdjhcuP,HawkeHillsKettle.Macpherson.1982,47.3200,306.8700,temp12k,summer+,-0.2436,4.0000
M2Loqs53j91P,HawkeHillsKettle.Macpherson.1982,47.3200,306.8700,temp12k,winter+,-0.9418,9.0000
M2Lum6m09hnP,HawkeHillsKettle.Macpherson.1982,47.3200,306.8700,temp12k,annual,-0.7373,4.4100
WEB4f8fa23d,HeshangCave.Wang.2018,30.4500,110.4167,temp12k,annual,0.9789,4.4100
RIRxCH0hUy2,HiddenLakeCA.Potito.2006,38.2613,240.4635,temp12k,summerOnly,0.2628,1.9600
M2Lrt4mnt25P,High.Fuller.1997,44.5200,283.4000,temp12k,summer+,0.3177,4.0000
M2L2ud8w3tmP,High.Fuller.1997,44.5200,283.4000,temp12k,winter+,-0.9668,9.0000
M2Lh5wgkh8bP,High.Fuller.1997,44.5200,283.4000,temp12k,annual,-0.1916,4.4100
RD1FZyd0zs4,Hinterburgsee.Heiri.2015,46.7176,8.0677,temp12k,summerOnly,-0.0551,1.9600
RNxrM3ZyTMg,Hinterburgseeli.EPD,46.7200,8.0700,temp12k,winter+,1.6378,9.0000
RwrQPSdvMms,Hinterburgseeli.EPD,46.7200,8.0700,temp12k,annual,1.5077,4.4100
Rf9C1DGdIz2,Hinterburgseeli.EPD,46.7200,8.0700,temp12k,summer+,1.3776,4.0000
RbSONPxSQmW,Hirvijaervi.Luoto.2010,60.5100,25.2300,temp12k,summerOnly,2.4991,1.9600
T2L_HLY03_05GC_d18o_pachyderma_SST_from_d18o_pachyderma,HLY03_05GC.Mohtadi.2008,81.6214,296.7422,temp12k,annual,-0.3067,4.4100
PYTKI3J0T5T,HLY0501.deVernal.2013,72.6947,202.4800,temp12k,summer+,-0.1604,2.8900
PYT9Y0BB33N,HLY0501.deVernal.2013,72.6947,202.4800,temp12k,annual,-0.1285,1.4400
R4leNyaMf2O,HM03_133_25.Solignac.2008,60.1100,353.9300,temp12k,winter+,-0.6564,1.4400
R9MShz9HNQ2,HM03_133_25.Solignac.2008,60.1100,353.9300,temp12k,summer+,-0.9528,2.8900
RGBciJa69Zj,HM03_133_25.Solignac.2008,60.1100,353.9300,temp12k,annual,-0.8046,1.4400
PYT7BRB3XHJ,Holebudalen.Seppa.2009,59.8300,6.9800,temp12k,summerOnly,1.3184,4.0000
PYT38GE0NJ3,Holebudalen.Seppa.2009,59.8300,6.9800,temp12k,summerOnly,0.7194,1.9600
RAertBwRhYB,Holtjaernen.Giesecke.2008,60.6519,14.9264,temp12k,winterOnly,4.2526,9.0000
RBFjUCSs1ez,Holzmaar.Litt.2009,50.1167,6.8833,temp12k,winter+,-1.7663,9.0000
RiOf362hfE8,Holzmaar.Litt.2009,50.1167,6.8833,temp12k,summer+,0.4882,4.0000
RiqkBNqHL3T,Holzmaar.Litt.2009,50.1167,6.8833,temp12k,annual,-0.6390,4.4100
GH194ddf83,HomesteadScarp.McGlone.2010,-52.5518,169.1380,temp12k,summerOnly,-0.0943,4.0000
PYTN6TJY4W2,Honeymoon.Cwynar.1991,64.6300,221.6000,temp12k,winter+,1.1456,9.0000
WEB19eac4d9,Honeymoon.Cwynar.1991,64.6300,221.6000,temp12k,summer+,1.0180,4.0000
RIlNg5PrONi,Honeymoon.Cwynar.1991,64.6300,221.6000,temp12k,annual,1.0818,4.4100
M2Lqo9jdhqrP,HopeSimpson.Engstrom.1985,52.4500,303.5700,temp12k,summer+,0.1251,4.0000
M2L2qyuy30kP,HopeSimpson.Engstrom.1985,52.4500,303.5700,temp12k,winter+,-2.3737,9.0000
M2L8rmkdbgxP,HopeSimpson.Engstrom.1985,52.4500,303.5700,temp12k,annual,-1.3558,4.4100
T2L_HU73_031_7_d18o_ruber_SST_from_d18o_ruber,HU73_031_7.Keigwin.1995,42.9783,304.7517,temp12k,annual,1.3689,4.4100
T2L_HU73_031_7_d18o_pachyderma_SST_from_d18o_pachyderma,HU73_031_7.Keigwin.1995,42.9783,304.7517,temp12k,annual,2.3138,4.4100
PYTT4U7T413,HU84.deVernal.2013,58.3677,302.4930,temp12k,summer+,-1.0464,2.8900
PYTHNY32G95,HU84.deVernal.2013,58.3677,302.4930,temp12k,annual,-0.1348,1.4400
T2L_HU87033_87017PC_d18o_pachyderma_SST_from_d18o_pachyderma,HU87033_87017PC.Andrews.1999,54.6165,303.8233,temp12k,annual,-0.1392,4.4100
T2L_HU87033_87018PC_d18o_pachyderma_SST_from_d18o_pachyderma,HU87033_87018PC.Andrews.1999,54.7952,303.9417,temp12k,annual,1.0253,4.4100
PYTCN1ME3Q4,HU90.deVernal.2013,58.2098,311.6267,temp12k,summer+,-0.0604,2.8900
PYT67GRFWKV,HU90.deVernal.2013,58.2098,311.6267,temp12k,annual,0.2881,1.4400
T2L_HU90_013_013_d18o_pachyderma_SST_from_d18o_pachyderma,HU90_013_013.Hillaire-Marcel.1994,58.2098,311.6267,temp12k,annual,0.8572,4.4100
PYT4E9JNK09,HU91-039-008.Levac.2001,77.2667,285.6683,temp12k,summer+,0.6447,2.8900
PYTBX6EGUAD,HU91-039-008.Levac.2001,77.2667,285.6683,temp12k,annual,0.3490,1.4400
PYTI3HL2Q73,Hudson.Clegg.2011,61.9000,214.3333,temp12k,summerOnly,-0.3322,1.9600
LPD25ffc1d5,HulunLake.Wen.2009,49.1300,117.5000,temp12k,annual,0.4351,4.4100
LPD50ce7982,HulunLake.Wen.2009,49.1300,117.5000,temp12k,summer+,0.0354,4.0000
LPD7d6219d0,HulunLake.Wen.2009,49.1300,117.5000,temp12k,winter+,0.8677,9.0000
WEB857d0da0,HurlegLake.Zhao.2013,37.2800,96.9100,temp12k,summerOnly,-2.8587,4.4100
RMZxFXZy3Ew,Hypkana.Hajkova.2016,48.9131,22.1636,temp12k,summerOnly,0.3652,1.9600
M2L3288iu79P,Iglutalik.Kerwin.2004,66.1400,293.9200,temp12k,summer+,0.6529,4.0000
M2Ljdf1685dP,Iglutalik.Kerwin.2004,66.1400,293.9200,temp12k,winter+,3.7945,9.0000
M2L3khz4mxcP,Iglutalik.Kerwin.2004,66.1400,293.9200,temp12k,annual,1.9822,4.4100
T2L_IOW225514_uk37_SST_from_uk37,IOW225514BAY.Emeis.2003,57.8380,8.7040,temp12k,annual,2.3120,2.8900
T2L_IOW225517_uk37_SST_from_uk37,IOW225517BAY.Emeis.2003,57.6670,7.0910,temp12k,annual,0.5971,2.8900
M2Ltylc7shoP,Irvin.Cushing.1982,47.1400,266.3600,temp12k,summer+,1.2203,4.0000
M2L94hlbgm5P,Irvin.Cushing.1982,47.1400,266.3600,temp12k,winter+,0.6695,9.0000
